generation,N_shifts,logPrior,logLik,eventRate,acceptRate
4590000,0,6.09054,66.9482,0.573966,0.40262
4600000,1,11.965,76.5455,2.05447,0.382933
4610000,0,6.95218,70.0235,0.0182442,0.38725
4620000,0,5.83602,74.768,0.428286,0.395383
4630000,0,6.52391,73.1059,0.866373,0.37004
4640000,1,12.7234,73.0116,1.35461,0.3976
4650000,0,6.30789,65.1738,0.0811093,0.406
4660000,0,6.86849,78.3041,0.527849,0.3761
4670000,3,23.1393,82.2271,2.44351,0.37275
4680000,1,12.7538,92.6758,1.50939,0.38195
4690000,0,6.8106,76.1716,0.516602,0.402886
4700000,0,4.51109,74.2226,2.90345,0.3954
4710000,1,14.0896,78.3062,0.637316,0.38145
4720000,5,41.3914,72.2747,2.45893,0.37255
4730000,4,30.3278,78.8294,4.43496,0.369
4740000,1,11.7598,66.5728,1.48546,0.4014
4750000,1,13.4223,68.6744,0.72351,0.377371
4760000,3,28.3408,80.7477,0.925323,0.37465
4770000,0,7.31876,70.9807,0.0271858,0.3718
4780000,2,16.4876,75.1383,1.92965,0.3763
4790000,0,5.93344,73.6437,0.884741,0.3723
4800000,4,29.4406,69.442,3.21976,0.3975
4810000,0,6.96159,66.4395,0.212501,0.391933
4820000,2,19.9991,73.0023,0.37506,0.390917
4830000,0,5.86479,75.8361,0.192706,0.3754
4840000,1,11.7077,78.8343,1.84336,0.378053
4850000,0,6.12671,79.5044,0.643579,0.3582
4860000,0,6.65051,77.1559,0.779479,0.37625
4870000,1,13.8807,72.7018,0.418106,0.372286
4880000,1,13.0037,83.0333,0.842598,0.380567
4890000,0,6.73926,71.2013,0.635576,0.3703
4900000,2,15.2872,70.8219,1.24398,0.3657
4910000,0,7.27411,66.5031,0.0332102,0.3614
4920000,0,3.44529,77.4743,0.611082,0.375267
4930000,1,13.0086,77.397,0.498537,0.371
4940000,0,6.10765,74.1922,0.29544,0.3712
4950000,0,5.76152,77.1519,0.351376,0.37145
4960000,0,6.85669,64.8,0.0438272,0.3809
4970000,1,8.17553,81.4478,2.91566,0.3723
4980000,3,22.9063,71.2788,3.24395,0.3803
4990000,0,6.91386,71.4959,0.150121,0.36975
5000000,2,19.9536,68.4245,1.81172,0.3773
5010000,2,17.1243,75.6405,3.71235,0.379053
5020000,0,5.67998,60.6364,0.534338,0.4018
5030000,3,24.1528,73.3034,2.18655,0.385967
5040000,5,34.6944,75.4613,4.34274,0.391933
5050000,0,5.73375,68.583,0.755897,0.4152
5060000,0,6.52827,69.7278,0.0528884,0.41045
5070000,0,7.14308,71.0338,0.234989,0.38715
5080000,4,31.2839,78.731,1.63329,0.3758
5090000,1,13.6191,74.9576,0.332433,0.380136
5100000,1,8.65027,63.7053,1.52043,0.412625
5110000,0,6.65698,64.6637,0.11122,0.3897
5120000,0,6.57464,82.787,0.575266,0.375567
5130000,2,18.5282,89.4784,1.33373,0.407533
5140000,1,11.1332,57.8525,2.44399,0.401833
5150000,0,4.45666,61.9935,1.36266,0.377508
5160000,2,16.0964,69.5669,1.36995,0.378
5170000,1,13.4077,62.062,1.12004,0.392033
5180000,1,11.5149,76.901,0.178243,0.378417
5190000,1,12.8109,70.596,1.09486,0.3736
5200000,1,10.3386,66.5956,1.07044,0.3769
5210000,4,32.5637,79.4576,2.7624,0.389638
5220000,0,6.92623,60.411,0.0459905,0.408
5230000,0,6.20432,74.5723,0.65758,0.39895
5240000,4,29.87,77.6887,0.994103,0.39085
5250000,0,6.07238,64.9253,1.30815,0.3949
5260000,0,6.37744,76.6066,0.73465,0.40435
5270000,1,12.7468,72.9214,1.21686,0.3816
5280000,1,14.467,69.3036,0.426457,0.39785
5290000,5,21.7042,73.0581,2.22305,0.37735
5300000,2,17.3167,65.2017,3.77155,0.3803
5310000,2,12.8479,84.124,1.67791,0.378333
5320000,2,18.5089,77.762,1.22141,0.3738
5330000,2,15.9494,79.6951,2.26568,0.383315
5340000,0,7.08289,65.2894,0.181045,0.3693
5350000,0,6.03692,74.1727,1.08059,0.390333
5360000,1,13.0585,62.7312,1.17731,0.3837
5370000,0,7.19764,69.4972,0.0662858,0.3888
5380000,0,6.74928,64.3362,0.433189,0.37025
