generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1540000,Rana_shuchinae,Rana_sylvatica,0,0.0958488,-0.0141371,0.00126176,0
1540000,Rana_sierramadrensis,NA,42.2503,0.503874,-0.0492641,0.0731191,0
1550000,Rana_shuchinae,Rana_sylvatica,0,0.191523,-0.039622,0.0227545,0
1560000,Rana_shuchinae,Rana_sylvatica,0,0.193935,-0.0358094,0.000947315,0
1570000,Rana_shuchinae,Rana_sylvatica,0,0.185554,-0.0376392,0.00685323,0
1580000,Rana_shuchinae,Rana_sylvatica,0,0.251951,-0.038073,0.00987647,0
1590000,Rana_shuchinae,Rana_sylvatica,0,0.178557,-0.0270421,0.005391,0
1600000,Rana_shuchinae,Rana_sylvatica,0,0.251851,-0.0427124,0.0226763,0
1610000,Rana_shuchinae,Rana_sylvatica,0,0.302691,-0.0387136,0.038661,0
1620000,Rana_shuchinae,Rana_sylvatica,0,0.245496,-0.0370857,0.0340671,0
1620000,Rana_macrocnemis,NA,40.1051,0.484788,0.0455488,0.0594354,0
1630000,Rana_shuchinae,Rana_sylvatica,0,0.176942,-0.0372512,0.0072441,0
1640000,Rana_shuchinae,Rana_sylvatica,0,0.191251,-0.029635,0.0111181,0
1640000,Rana_warszewitschii,NA,36.8579,0.102638,-0.0587781,0.0102058,0
1650000,Rana_shuchinae,Rana_sylvatica,0,0.182556,-0.0331697,0.0145764,0
1660000,Rana_shuchinae,Rana_sylvatica,0,0.167379,-0.0357522,0.00423869,0
1660000,Rana_heckscheri,NA,42.4441,0.0921969,-0.00872443,0.1907,0
1670000,Rana_shuchinae,Rana_sylvatica,0,0.299424,-0.0514499,0.00665243,0
1680000,Rana_shuchinae,Rana_sylvatica,0,0.189606,-0.0360515,0.0207093,0
1690000,Rana_shuchinae,Rana_sylvatica,0,0.384906,-0.0613376,0.00778371,0
1700000,Rana_shuchinae,Rana_sylvatica,0,0.198706,-0.0367169,0.00905909,0
1710000,Rana_shuchinae,Rana_sylvatica,0,0.2256,-0.04566,0.0232742,0
1720000,Rana_shuchinae,Rana_sylvatica,0,0.132739,-0.0244603,0.00224861,0
1730000,Rana_shuchinae,Rana_sylvatica,0,0.265411,-0.046662,0.000238266,0
